id,age,job,marital,education,gender
10895,32,management,single,tertiary,Female
10896,57,management,married,tertiary,Female
10897,46,management,married,tertiary,Female
10898,30,blue-collar,single,secondary,Female
10899,35,management,married,secondary,Female
10900,36,admin.,single,secondary,Male
10901,37,admin.,married,secondary,Female
10902,41,admin.,divorced,secondary,Female
10903,38,blue-collar,single,secondary,Female
10904,34,admin.,single,secondary,Female
10905,45,services,single,secondary,Male
10906,53,blue-collar,married,secondary,Male
10907,42,management,married,tertiary,Male
10908,55,admin.,married,secondary,Male
10909,57,housemaid,divorced,primary,Male
10910,58,management,married,secondary,Male
10911,48,technician,married,secondary,Male
10912,33,technician,married,secondary,Male
10913,43,technician,divorced,tertiary,Male
10914,29,blue-collar,married,secondary,Male
10915,26,admin.,single,tertiary,Male
10916,56,management,divorced,tertiary,Male
10917,54,technician,married,tertiary,Male
10918,33,services,married,secondary,Male
10919,36,entrepreneur,single,tertiary,Male
10920,46,technician,single,secondary,Male
10921,40,services,married,secondary,Male
10922,50,management,divorced,tertiary,Male
10923,55,entrepreneur,divorced,primary,Male
10924,41,admin.,married,secondary,Male
10925,26,technician,single,secondary,Male
10926,35,management,single,tertiary,Female
10927,53,self-employed,married,tertiary,Female
10928,31,technician,single,secondary,Female
10929,59,retired,married,secondary,Female
10930,42,technician,divorced,secondary,Female
10931,45,technician,married,secondary,Female
10932,58,admin.,married,primary,Female
10933,33,technician,single,tertiary,Female
10934,47,blue-collar,married,secondary,Female
10935,31,services,single,secondary,Female
10936,40,admin.,married,secondary,Female
10937,28,blue-collar,married,primary,Female
10938,42,blue-collar,married,primary,Female
10939,53,blue-collar,single,secondary,Male
10940,33,admin.,married,secondary,Female
10941,28,blue-collar,married,secondary,Female
10942,50,housemaid,single,primary,Female
10943,30,blue-collar,single,secondary,Female
10944,37,blue-collar,married,secondary,Male
10945,39,technician,divorced,secondary,Male
10946,29,management,married,tertiary,Male
10947,32,technician,single,secondary,Male
10948,38,technician,single,tertiary,Male
10949,55,technician,married,secondary,Male
10950,38,admin.,married,primary,Male
10951,47,blue-collar,married,primary,Male
10952,57,management,married,secondary,Male
10953,32,technician,married,secondary,Male
10954,37,unemployed,married,secondary,Male
10955,30,management,single,tertiary,Male
10956,39,technician,married,secondary,Male
10957,45,housemaid,divorced,primary,Male
10958,25,student,single,secondary,Male
10959,53,services,married,unknown,Male
10960,39,management,single,tertiary,Male
10961,35,management,married,tertiary,Male
10962,58,housemaid,married,primary,Male
10963,27,self-employed,single,tertiary,Male
10964,39,housemaid,single,primary,Male
10965,41,blue-collar,married,secondary,Female
10966,56,management,married,tertiary,Female
10967,54,technician,married,tertiary,Female
10968,46,blue-collar,married,primary,Female
10969,35,management,married,tertiary,Female
10970,41,admin.,single,secondary,Female
10971,36,blue-collar,married,primary,Female
10972,37,admin.,single,secondary,Female
10973,28,technician,single,secondary,Female
10974,49,management,single,tertiary,Female
10975,41,unemployed,married,primary,Female
10976,60,retired,married,secondary,Female
10977,30,technician,married,secondary,Female
10978,48,services,married,secondary,Male
10979,35,technician,single,secondary,Female
10980,28,blue-collar,single,secondary,Female
10981,42,admin.,married,secondary,Female
10982,32,admin.,married,secondary,Female
10983,40,management,married,secondary,Male
10984,53,management,married,tertiary,Male
10985,55,blue-collar,married,primary,Male
10986,41,management,married,tertiary,Male
10987,33,management,married,tertiary,Male
10988,58,blue-collar,married,secondary,Male
10989,32,blue-collar,single,secondary,Male
10990,36,blue-collar,married,unknown,Male
10991,31,technician,single,tertiary,Male
10992,33,management,married,tertiary,Male
10993,45,blue-collar,married,primary,Male
10994,40,housemaid,married,primary,Male
10995,29,blue-collar,married,primary,Male
10996,53,self-employed,married,primary,Male
10997,53,technician,divorced,unknown,Male
10998,35,management,married,tertiary,Male
10999,33,blue-collar,married,primary,Male
11000,38,entrepreneur,married,tertiary,Male
11001,31,blue-collar,single,secondary,Male
11002,48,admin.,married,secondary,Male
11003,25,services,married,secondary,Male
11004,35,management,single,tertiary,Female
11005,55,blue-collar,married,primary,Female
11006,31,blue-collar,married,secondary,Female
11007,43,unemployed,divorced,secondary,Female
11008,31,admin.,single,secondary,Female
11009,56,services,married,unknown,Female
11010,34,unemployed,married,secondary,Female
11011,55,unemployed,married,primary,Female
11012,25,technician,single,secondary,Female
11013,57,admin.,married,secondary,Female
11014,47,services,married,unknown,Female
11015,46,technician,married,secondary,Female
11016,41,management,married,tertiary,Female
11017,26,services,single,secondary,Male
11018,42,blue-collar,married,unknown,Female
11019,37,admin.,married,secondary,Female
11020,34,admin.,married,secondary,Female
11021,49,entrepreneur,divorced,secondary,Female
11022,32,blue-collar,married,secondary,Male
11023,38,technician,single,secondary,Male
11024,37,self-employed,married,secondary,Male
11025,32,admin.,single,secondary,Male
11026,43,technician,married,secondary,Male
11027,39,technician,married,primary,Male
11028,34,technician,married,secondary,Male
11029,38,blue-collar,married,secondary,Male
11030,40,management,divorced,tertiary,Male
11031,34,technician,single,secondary,Male
11032,34,blue-collar,married,primary,Male
11033,46,housemaid,married,primary,Male
11034,31,entrepreneur,married,secondary,Male
11035,42,blue-collar,married,primary,Male
11036,45,self-employed,single,primary,Male
11037,54,housemaid,divorced,tertiary,Male
11038,45,unemployed,divorced,secondary,Male
11039,36,blue-collar,married,unknown,Male
11040,28,technician,single,secondary,Male
11041,50,services,married,secondary,Male
11042,39,admin.,single,secondary,Male
11043,33,entrepreneur,married,secondary,Female
11044,30,technician,single,secondary,Female
11045,32,services,married,secondary,Female
11046,27,services,single,secondary,Female
11047,34,technician,married,secondary,Female
11048,47,blue-collar,married,primary,Female
11049,39,blue-collar,married,primary,Female
11050,30,technician,married,secondary,Female
11051,31,blue-collar,married,secondary,Female
11052,38,management,divorced,tertiary,Female
11053,54,housemaid,married,primary,Female
11054,34,management,single,tertiary,Female
11055,26,services,single,secondary,Female
11056,41,self-employed,divorced,tertiary,Male
11057,31,technician,married,secondary,Female
11058,31,management,divorced,tertiary,Female
11059,33,blue-collar,married,secondary,Female
11060,35,technician,single,unknown,Female
11061,58,housemaid,married,primary,Male
11062,38,blue-collar,married,secondary,Male
11063,35,blue-collar,married,secondary,Male
11064,38,management,married,tertiary,Male
11065,55,retired,married,tertiary,Male
11066,31,technician,single,secondary,Male
11067,28,technician,single,secondary,Male
11068,40,management,married,tertiary,Male
11069,33,admin.,single,tertiary,Male
11070,33,self-employed,single,tertiary,Male
11071,31,management,single,tertiary,Male
11072,25,services,married,secondary,Male
11073,41,technician,single,unknown,Male
11074,34,blue-collar,married,primary,Male
11075,37,management,married,tertiary,Male
11076,41,management,married,tertiary,Male
11077,52,services,married,secondary,Male
11078,54,retired,divorced,tertiary,Male
11079,33,management,married,tertiary,Male
11080,60,retired,married,tertiary,Male
11081,25,services,single,secondary,Male
11082,33,management,married,tertiary,Female
11083,37,management,single,tertiary,Female
11084,50,management,single,tertiary,Female
11085,40,blue-collar,married,primary,Female
11086,60,technician,married,primary,Female
11087,42,admin.,married,secondary,Female
11088,40,technician,single,tertiary,Female
11089,27,management,single,tertiary,Female
11090,44,blue-collar,single,secondary,Female
11091,34,services,single,secondary,Female
11092,34,housemaid,married,tertiary,Female
11093,38,services,married,tertiary,Female
11094,31,unemployed,single,secondary,Female
11095,57,unemployed,married,primary,Male
11096,31,blue-collar,married,primary,Female
11097,31,student,single,secondary,Female
11098,56,management,married,primary,Female
11099,46,management,married,secondary,Female
11100,31,management,single,tertiary,Male
11101,40,technician,married,tertiary,Male
11102,54,blue-collar,married,primary,Male
11103,26,admin.,married,secondary,Male
11104,51,management,married,primary,Male
11105,30,blue-collar,single,secondary,Male
11106,54,entrepreneur,married,tertiary,Male
11107,32,technician,divorced,secondary,Male
11108,54,admin.,married,primary,Male
11109,45,admin.,married,secondary,Male
11110,31,blue-collar,married,secondary,Male
11111,35,retired,single,primary,Male
11112,42,blue-collar,married,primary,Male
11113,37,technician,married,secondary,Male
11114,43,admin.,married,secondary,Male
11115,30,blue-collar,married,secondary,Male
11116,49,blue-collar,married,primary,Male
11117,37,entrepreneur,married,tertiary,Male
11118,54,management,married,tertiary,Male
11119,45,unemployed,single,secondary,Male
11120,39,management,married,tertiary,Male
11121,50,management,married,tertiary,Female
11122,30,management,single,tertiary,Female
11123,49,technician,divorced,secondary,Female
11124,31,services,married,secondary,Female
11125,42,retired,married,primary,Female
11126,40,blue-collar,divorced,primary,Female
11127,35,unemployed,married,secondary,Female
11128,30,management,single,tertiary,Female
11129,40,blue-collar,married,primary,Female
11130,39,entrepreneur,married,tertiary,Female
11131,46,unemployed,married,secondary,Female
11132,55,technician,married,secondary,Female
11133,32,blue-collar,married,secondary,Female
11134,37,management,married,tertiary,Male
11135,58,self-employed,married,tertiary,Female
11136,36,services,divorced,secondary,Female
11137,31,management,single,tertiary,Female
11138,49,retired,married,unknown,Female
11139,32,technician,married,secondary,Male
11140,30,self-employed,single,tertiary,Male
11141,55,services,divorced,secondary,Male
11142,32,blue-collar,married,secondary,Male
11143,52,admin.,divorced,secondary,Male
11144,38,unemployed,divorced,secondary,Male
11145,60,retired,married,secondary,Male
11146,60,retired,divorced,tertiary,Male
11147,30,admin.,married,secondary,Male
11148,44,unemployed,married,secondary,Male
11149,32,blue-collar,married,secondary,Male
11150,46,entrepreneur,married,secondary,Male
11151,34,management,married,secondary,Male
11152,40,management,married,tertiary,Male
11153,34,housemaid,married,secondary,Male
11154,43,admin.,single,secondary,Male
11155,52,technician,married,tertiary,Male
11156,35,blue-collar,married,secondary,Male
11157,34,blue-collar,single,secondary,Male
11158,33,blue-collar,single,primary,Male
11159,39,services,married,secondary,Male
11160,32,technician,single,secondary,Female
